episode,reward,steps,loss
0,14,19,None
1,21,26,None
2,11,16,None
3,14,19,None
4,12,17,None
5,17,22,None
6,15,20,None
7,14,19,None
8,6,11,None
9,13,18,None
10,14,19,None
11,12,17,None
12,14,19,None
13,15,20,None
14,17,22,None
15,14,19,None
16,12,17,None
17,18,23,None
18,14,19,None
19,11,16,None
20,13,18,None
21,10,15,None
22,14,19,None
23,11,16,None
24,7,12,None
25,9,14,None
26,15,20,None
27,9,14,None
28,15,20,None
29,10,15,None
30,10,15,None
31,11,16,None
32,9,14,None
33,14,19,None
34,19,24,None
35,17,22,None
36,8,13,None
37,14,19,None
38,15,20,None
39,17,22,None
40,9,14,None
41,14,19,None
42,18,23,None
43,14,19,None
44,14,19,None
45,15,20,None
46,12,17,None
47,13,18,None
48,11,16,None
49,13,18,None
50,7,12,None
51,14,19,None
52,13,18,None
53,8,13,None
54,14,19,None
55,6,11,None
56,16,21,None
57,12,17,None
58,10,15,None
59,15,20,None
60,16,21,None
61,13,18,None
62,15,20,None
63,7,12,None
64,18,23,None
65,22,27,None
66,16,21,None
67,18,23,None
68,19,24,None
69,11,16,None
70,18,23,None
71,20,25,None
72,15,20,None
73,12,17,None
74,16,21,None
75,14,19,None
76,16,21,None
77,11,16,None
78,17,22,None
79,17,22,None
80,12,17,None
81,13,18,None
82,15,20,None
83,10,15,None
84,11,16,None
85,15,20,None
86,10,15,None
87,13,18,None
88,19,24,None
89,13,18,None
90,16,21,None
91,17,22,None
92,15,20,None
93,16,21,None
94,19,24,None
95,6,11,None
96,8,13,None
97,11,16,None
98,10,15,None
99,14,19,None
100,32,27,None
101,19,24,None
102,17,22,None
103,14,19,None
104,9,14,None
105,13,18,None
106,14,19,None
107,14,19,None
108,14,19,None
109,11,16,None
110,17,22,None
111,14,19,None
112,13,18,None
113,5,10,None
114,17,22,None
115,11,16,None
116,18,23,None
117,19,24,None
118,12,17,None
119,6,11,None
120,9,14,None
121,20,25,None
122,14,19,None
123,12,17,None
124,14,19,None
125,12,17,None
126,14,19,None
127,26,21,None
128,12,17,None
129,15,20,None
130,15,20,None
131,7,12,None
132,15,20,None
133,13,18,None
134,11,16,None
135,13,18,None
136,18,23,None
137,19,24,None
138,11,16,None
139,18,23,None
140,11,16,None
141,12,17,None
142,14,19,None
143,18,23,None
144,17,22,None
145,14,19,None
146,13,18,None
147,12,17,None
148,13,18,None
149,16,21,None
150,7,12,None
151,11,16,None
152,16,21,None
153,11,16,None
154,15,20,None
155,18,23,None
156,7,12,None
157,11,16,None
158,6,11,None
159,18,23,None
160,14,19,None
161,14,19,None
162,17,22,None
163,9,14,None
164,15,20,None
165,19,24,None
166,18,23,None
167,16,21,None
168,20,25,None
169,19,24,None
170,17,22,None
171,12,17,None
172,8,13,None
173,19,24,None
174,9,14,None
175,15,20,None
176,11,16,None
177,11,16,None
178,17,22,None
179,14,19,None
180,19,24,None
181,13,18,None
182,16,21,None
183,13,18,None
184,16,21,None
185,10,15,None
186,17,22,None
187,13,18,None
188,14,19,None
189,10,15,None
190,9,14,None
191,17,22,None
192,15,20,None
193,16,21,None
194,19,24,None
195,21,26,None
196,16,21,None
197,16,21,None
198,10,15,None
199,18,23,None
200,11,16,None
201,16,21,None
202,14,19,None
203,9,14,None
204,12,17,None
205,19,24,None
206,13,18,None
207,15,20,None
208,8,13,None
209,15,20,None
210,16,21,None
211,15,20,None
212,15,20,None
213,8,13,None
214,15,20,None
215,20,25,None
216,11,16,None
217,19,24,None
218,19,24,None
219,13,18,None
220,15,20,None
221,9,14,None
222,10,15,None
223,14,19,None
224,10,15,None
225,14,19,None
226,16,21,None
227,8,13,None
228,12,17,None
229,13,18,None
230,12,17,None
231,10,15,None
232,13,18,None
233,20,25,None
234,10,15,None
235,13,18,None
236,17,22,None
237,11,16,None
238,17,22,None
239,22,27,None
240,16,21,None
241,30,25,None
242,9,14,None
243,14,19,None
244,16,21,None
245,14,19,None
246,10,15,None
247,22,27,None
248,9,14,None
249,14,19,None
250,13,18,None
251,12,17,None
252,9,14,None
253,13,18,None
254,15,20,None
255,11,16,None
256,10,15,None
257,16,21,None
258,10,15,None
259,16,21,None
260,13,18,None
261,18,23,None
262,15,20,None
263,22,27,None
264,11,16,None
265,14,19,None
266,12,17,None
267,14,19,None
268,18,23,None
269,14,19,None
270,13,18,None
271,14,19,None
272,13,18,None
273,9,14,None
274,15,20,None
275,10,15,None
276,10,15,None
277,9,14,None
278,19,24,None
279,12,17,None
280,17,22,None
281,12,17,None
282,10,15,None
283,17,22,None
284,16,21,None
285,17,22,None
286,15,20,None
287,18,23,None
288,14,19,None
289,15,20,None
290,16,21,None
291,14,19,None
292,13,18,None
293,15,20,None
294,16,21,None
295,18,23,None
296,8,13,None
297,22,27,None
298,16,21,None
299,12,17,None
300,15,20,None
301,14,19,None
302,14,19,None
303,7,12,None
304,19,24,None
305,12,17,None
306,8,13,None
307,12,17,None
308,17,22,None
309,18,23,None
310,11,16,None
311,16,21,None
312,10,15,None
313,15,20,None
314,19,24,None
315,20,25,None
316,19,24,None
317,10,15,None
318,19,24,None
319,15,20,None
320,15,20,None
321,13,18,None
322,11,16,None
323,10,15,None
324,12,17,None
325,18,23,None
326,8,13,None
327,10,15,None
328,12,17,None
329,15,20,None
330,15,20,None
331,7,12,None
332,10,15,None
333,9,14,None
334,14,19,None
335,12,17,None
336,12,17,None
337,13,18,None
338,9,14,None
339,15,20,None
340,12,17,None
341,19,24,None
342,23,28,None
343,16,21,None
344,13,18,None
345,12,17,None
346,13,18,None
347,11,16,None
348,15,20,None
349,11,16,None
350,17,22,None
351,14,19,None
352,14,19,None
353,8,13,None
354,10,15,None
355,10,15,None
356,10,15,None
357,18,23,None
358,10,15,None
359,14,19,None
360,9,14,None
361,19,24,None
362,10,15,None
363,13,18,None
364,10,15,None
365,11,16,None
366,17,22,None
367,20,25,None
368,15,20,None
369,12,17,None
370,12,17,None
371,11,16,None
372,16,21,None
373,15,20,None
374,12,17,None
375,13,18,None
376,11,16,None
377,13,18,None
378,12,17,None
379,15,20,None
380,14,19,None
381,11,16,None
382,13,18,None
383,14,19,None
384,14,19,None
385,17,22,None
386,13,18,None
387,14,19,None
388,20,25,None
389,9,14,None
390,18,23,None
391,18,23,None
392,11,16,None
393,14,19,None
394,18,23,None
395,16,21,None
396,19,24,None
397,12,17,None
398,17,22,None
399,12,17,None
400,12,17,None
401,12,17,None
402,9,14,None
403,22,27,None
404,9,14,None
405,15,20,None
406,7,12,None
407,7,12,None
408,22,27,None
409,15,20,None
410,18,23,None
411,19,24,None
412,33,28,None
413,14,19,None
414,18,23,None
415,15,20,None
416,18,23,None
417,13,18,None
418,15,20,None
419,17,22,None
420,15,20,None
421,11,16,None
422,16,21,None
423,20,25,None
424,9,14,None
425,18,23,None
426,25,30,None
427,14,19,None
428,15,20,None
429,38,33,None
430,14,19,None
431,27,32,None
432,8,13,None
433,13,18,None
434,19,24,None
435,14,19,None
436,18,23,None
437,8,13,None
438,20,25,None
439,13,18,None
440,13,18,None
441,12,17,None
442,16,21,None
443,12,17,None
444,14,19,None
445,12,17,None
446,20,25,None
447,11,16,None
448,18,23,None
449,17,22,None
450,15,20,None
451,17,22,None
452,11,16,None
453,14,19,None
454,14,19,None
455,25,20,None
456,27,32,None
457,22,27,None
458,9,14,None
459,16,21,None
460,19,24,None
461,18,23,None
462,12,17,None
463,10,15,None
464,16,21,None
465,22,27,None
466,13,18,None
467,21,26,None
468,15,20,None
469,14,19,None
470,12,17,None
471,20,25,None
472,13,18,None
473,21,26,None
474,20,25,None
475,11,16,None
476,12,17,None
477,26,31,None
478,19,24,None
479,13,18,None
480,15,20,None
481,20,25,None
482,30,25,None
483,10,15,None
484,21,26,None
485,24,29,None
486,17,22,None
487,22,27,None
488,24,29,None
489,11,16,None
490,18,23,None
491,24,29,None
492,15,20,None
493,18,23,None
494,16,21,None
495,13,18,None
496,20,25,None
497,22,17,None
498,11,16,None
499,13,18,None
500,9,14,None
501,14,19,None
502,16,21,None
503,15,20,None
504,26,21,None
505,29,34,None
506,17,22,None
507,13,18,None
508,21,26,None
509,14,19,None
510,14,19,None
511,20,25,None
512,10,15,None
513,22,27,None
514,14,19,None
515,26,31,None
516,20,25,None
517,17,22,None
518,21,26,None
519,17,22,None
520,22,27,None
521,18,23,None
522,11,16,None
523,19,24,None
524,18,23,None
525,16,21,None
526,22,27,None
527,14,19,None
528,19,24,None
529,22,27,None
530,14,19,None
531,18,23,None
532,10,15,None
533,16,21,None
534,14,19,None
535,16,21,None
536,19,24,None
537,23,28,None
538,19,24,None
539,6,11,None
540,16,21,None
541,17,22,None
542,17,22,None
543,9,14,None
544,9,14,None
545,25,30,None
546,27,32,None
547,28,33,None
548,45,30,None
549,16,21,None
550,11,16,None
551,14,19,None
552,21,26,None
553,13,18,None
554,13,18,None
555,18,23,None
556,20,25,None
557,21,26,None
558,18,23,None
559,15,20,None
560,24,29,None
561,23,28,None
562,17,22,None
563,19,24,None
564,22,27,None
565,14,19,None
566,25,30,None
567,18,23,None
568,8,13,None
569,24,29,None
570,13,18,None
571,16,21,None
572,22,27,None
573,7,12,None
574,11,16,None
575,18,23,None
576,16,21,None
577,30,35,None
578,20,25,None
579,7,12,None
580,14,19,None
581,17,22,None
582,26,31,None
583,22,27,None
584,25,30,None
585,13,18,None
586,27,32,None
587,18,23,None
588,20,25,None
589,15,20,None
590,20,25,None
591,21,26,None
592,24,29,None
593,36,31,None
594,21,26,None
595,17,22,None
596,24,29,None
597,32,27,None
598,19,24,None
599,23,28,None
600,25,20,None
601,26,31,None
602,17,22,None
603,17,22,None
604,21,26,None
605,28,33,None
606,17,22,None
607,63,28,None
608,22,27,None
609,15,20,None
610,32,27,None
611,18,23,None
612,30,25,None
613,22,27,None
614,61,26,None
615,26,31,None
616,21,26,None
617,21,26,None
618,12,17,None
619,23,28,None
620,26,31,None
621,20,25,None
622,23,28,None
623,14,19,None
624,18,23,None
625,30,25,None
626,10,15,None
627,49,34,None
628,22,27,None
629,16,21,None
630,19,24,None
631,21,26,None
632,25,30,None
633,22,27,None
634,18,23,None
635,22,27,None
636,28,33,None
637,25,30,None
638,23,28,None
639,20,25,None
640,20,25,None
641,23,28,None
642,19,24,None
643,15,20,None
644,17,22,None
645,15,20,None
646,45,30,None
647,36,31,None
648,17,22,None
649,24,29,None
650,33,28,None
651,17,22,None
652,23,28,None
653,18,23,None
654,15,20,None
655,27,22,None
656,32,27,None
657,21,26,None
658,17,22,None
659,53,38,None
660,12,17,None
661,29,24,None
662,19,24,None
663,17,22,None
664,20,25,None
665,18,23,None
666,12,17,None
667,15,20,None
668,13,18,None
669,17,22,None
670,16,21,None
671,23,28,None
672,30,25,None
673,28,23,None
674,19,24,None
675,19,24,None
676,32,27,None
677,15,20,None
678,18,23,None
679,19,24,None
680,15,20,None
681,21,26,None
682,9,14,None
683,14,19,None
684,16,21,None
685,22,27,None
686,19,24,None
687,21,26,None
688,24,29,None
689,29,24,None
690,19,24,None
691,10,15,None
692,22,27,None
693,56,31,None
694,15,20,None
695,21,26,None
696,13,18,None
697,22,27,None
698,19,24,None
699,23,28,None
700,21,26,None
701,20,25,None
702,20,25,None
703,30,25,None
704,51,36,None
705,18,23,None
706,31,26,None
707,18,23,None
708,19,24,None
709,19,24,None
710,13,18,None
711,13,18,None
712,22,27,None
713,43,38,None
714,48,33,None
715,31,26,None
716,24,29,None
717,31,26,None
718,74,39,None
719,13,18,None
720,20,25,None
721,20,25,None
722,18,23,None
723,16,21,None
724,31,26,None
725,47,32,None
726,17,22,None
727,35,30,None
728,24,29,None
729,19,24,None
730,26,31,None
731,23,28,None
732,22,27,None
733,16,21,None
734,11,16,None
735,16,21,None
736,47,32,None
737,23,28,None
738,66,41,None
739,17,22,None
740,11,16,None
741,10,15,None
742,22,27,None
743,23,28,None
744,21,26,None
745,54,29,None
746,13,18,None
747,9,14,None
748,20,25,None
749,13,18,None
750,18,23,None
751,23,28,None
752,15,20,None
753,19,24,None
754,27,22,None
755,45,30,None
756,33,28,None
757,17,22,None
758,9,14,None
759,19,24,None
760,20,25,None
761,15,20,None
762,14,19,None
763,23,28,None
764,23,28,None
765,20,25,None
766,38,33,None
767,28,33,None
768,18,23,None
769,19,24,None
770,19,24,None
771,18,23,None
772,82,37,None
773,11,16,None
774,12,17,None
775,18,23,None
776,23,28,None
777,38,33,None
778,14,19,None
779,71,26,None
780,18,23,None
781,19,24,None
782,10,15,None
783,18,23,None
784,19,24,None
785,14,19,None
786,19,24,None
787,59,34,None
788,25,30,None
789,21,26,None
790,27,32,None
791,22,27,None
792,39,34,None
793,15,20,None
794,48,33,None
795,60,35,None
796,9,14,None
797,19,24,None
798,14,19,None
799,24,29,None
800,35,30,None
801,20,25,None
802,22,27,None
803,32,27,None
804,20,25,None
805,21,26,None
806,30,25,None
807,38,33,None
808,16,21,None
809,21,26,None
810,62,37,None
811,21,26,None
812,36,31,None
813,16,21,None
814,12,17,None
815,17,22,None
816,62,37,None
817,21,26,None
818,24,29,None
819,26,31,None
820,81,36,None
821,33,28,None
822,18,23,None
823,27,32,None
824,20,25,None
825,21,26,None
826,61,36,None
827,13,18,None
828,35,30,None
829,44,29,None
830,31,26,None
831,53,38,None
832,53,38,None
833,33,28,None
834,16,21,None
835,31,26,None
836,65,40,None
837,36,31,None
838,30,35,None
839,22,27,None
840,37,32,None
841,24,29,None
842,77,42,None
843,14,19,None
844,25,30,None
845,39,34,None
846,42,37,None
847,29,24,None
848,25,30,None
849,87,42,None
850,24,29,None
851,14,19,None
852,13,18,None
853,14,19,None
854,19,24,None
855,29,24,None
856,13,18,None
857,28,23,None
858,61,36,None
859,87,42,None
860,21,26,None
861,35,30,None
862,50,35,None
863,42,27,None
864,48,23,None
865,13,18,None
866,43,38,None
867,14,19,None
868,40,35,None
869,15,20,None
870,20,25,None
871,47,32,None
872,30,25,None
873,40,25,None
874,11,16,None
875,22,27,None
876,16,21,None
877,19,24,None
878,29,24,None
879,19,24,None
880,10,15,None
881,51,36,None
882,40,25,None
883,47,32,None
884,35,30,None
885,49,34,None
886,53,28,None
887,22,27,None
888,20,25,None
889,17,22,None
890,13,18,None
891,11,16,None
892,18,23,None
893,51,36,None
894,16,21,None
895,52,37,None
896,44,29,None
897,19,24,None
898,20,25,None
899,23,28,None
900,29,34,None
901,13,18,None
902,27,32,None
903,48,33,None
904,13,18,None
905,19,24,None
906,20,25,None
907,20,25,None
908,23,28,None
909,21,26,None
910,32,27,None
911,35,30,None
912,18,23,None
913,23,28,None
914,24,29,None
915,35,30,None
916,7,12,None
917,32,37,None
918,10,15,None
919,16,21,None
920,22,27,None
921,41,36,None
922,52,37,None
923,24,29,None
924,16,21,None
925,54,39,None
926,31,36,None
927,21,26,None
928,32,27,None
929,72,37,None
930,25,30,None
931,9,14,None
932,29,34,None
933,26,31,None
934,70,35,None
935,28,33,None
936,24,29,None
937,32,37,None
938,30,25,None
939,30,35,None
940,31,26,None
941,24,29,None
942,23,28,None
943,23,28,None
944,22,27,None
945,25,30,None
946,23,28,None
947,47,32,None
948,67,42,None
949,10,15,None
950,29,24,None
951,36,31,None
952,24,29,None
953,36,31,None
954,18,23,None
955,19,24,None
956,27,22,None
957,12,17,None
958,27,32,None
959,22,27,None
960,36,31,None
961,27,32,None
962,27,32,None
963,16,21,None
964,17,22,None
965,16,21,None
966,38,33,None
967,19,24,None
968,20,25,None
969,13,18,None
970,17,22,None
971,27,32,None
972,29,24,None
973,14,19,None
974,13,18,None
975,14,19,None
976,57,32,None
977,35,30,None
978,35,30,None
979,62,37,None
980,27,32,None
981,18,23,None
982,21,26,None
983,39,34,None
984,17,22,None
985,32,37,None
986,44,29,None
987,21,26,None
988,24,29,None
989,32,27,None
990,4,9,None
991,52,37,None
992,48,33,None
993,116,51,None
994,27,32,None
995,54,39,None
996,20,25,None
997,35,30,None
998,87,42,None
999,16,21,None
1000,20,25,None
1001,55,30,None
1002,34,29,None
1003,35,30,None
1004,18,23,None
1005,53,38,None
1006,20,25,None
1007,31,26,None
1008,34,29,None
1009,16,21,None
1010,53,38,None
1011,67,42,None
1012,26,31,None
1013,45,30,None
1014,22,27,None
1015,28,33,None
1016,36,31,None
1017,22,27,None
1018,49,34,None
1019,93,38,None
1020,20,25,None
1021,65,40,None
1022,34,29,None
1023,38,33,None
1024,70,45,None
1025,40,35,None
1026,131,56,None
1027,21,26,None
1028,29,24,None
1029,25,30,None
1030,49,34,None
1031,21,26,None
1032,50,35,None
1033,40,35,None
1034,47,32,None
1035,55,30,None
1036,40,35,None
1037,79,44,None
1038,23,28,None
1039,60,45,None
1040,17,22,None
1041,20,25,None
1042,48,33,None
1043,85,40,None
1044,39,34,None
1045,65,40,None
1046,38,23,None
1047,38,33,None
1048,37,32,None
1049,11,16,None
1050,47,32,None
1051,71,36,None
1052,23,28,None
1053,36,31,None
1054,21,26,None
1055,77,42,None
1056,129,54,None
1057,76,41,None
1058,42,37,None
1059,45,30,None
1060,56,41,None
1061,34,39,None
1062,31,26,None
1063,36,31,None
1064,55,40,None
1065,17,22,None
1066,72,37,None
1067,32,27,None
1068,38,33,None
1069,24,19,None
1070,24,29,None
1071,23,28,None
1072,44,29,None
1073,26,31,None
1074,25,30,None
1075,24,29,None
1076,63,38,None
1077,59,34,None
1078,20,25,None
1079,86,41,None
1080,28,33,None
1081,44,29,None
1082,24,29,None
1083,21,26,None
1084,23,28,None
1085,21,26,None
1086,26,31,None
1087,25,30,None
1088,25,30,None
1089,50,35,None
1090,49,34,None
1091,68,33,None
1092,22,27,None
1093,64,39,None
1094,104,49,None
1095,54,39,None
1096,24,29,None
1097,24,29,None
1098,17,22,None
1099,37,42,None
1100,27,32,None
1101,40,35,None
1102,21,26,None
1103,21,26,None
1104,88,43,None
1105,77,42,None
1106,75,40,None
1107,15,20,None
1108,88,43,None
1109,20,25,None
1110,24,29,None
1111,26,31,None
1112,26,31,None
1113,24,29,None
1114,22,27,None
1115,26,31,None
1116,22,27,None
1117,17,22,None
1118,24,29,None
1119,24,29,None
1120,39,34,None
1121,23,28,None
1122,22,27,None
1123,25,30,None
1124,22,27,None
1125,208,53,None
1126,25,30,None
1127,30,25,None
1128,18,23,None
1129,30,35,None
1130,36,31,None
1131,40,35,None
1132,26,31,None
1133,15,20,None
1134,36,31,None
1135,39,34,None
1136,29,34,None
1137,13,18,None
1138,43,38,None
1139,37,32,None
1140,57,42,None
1141,21,26,None
1142,41,36,None
1143,107,42,None
1144,31,36,None
1145,15,20,None
1146,20,25,None
1147,38,33,None
1148,23,28,None
1149,203,58,None
1150,35,30,None
1151,65,40,None
1152,38,33,None
1153,30,35,None
1154,48,33,None
1155,36,31,None
1156,23,28,None
1157,12,17,None
1158,27,32,None
1159,19,24,None
1160,70,45,None
1161,45,30,None
1162,113,48,None
1163,74,39,None
1164,52,37,None
1165,28,33,None
1166,50,35,None
1167,159,54,None
1168,14,19,None
1169,31,36,None
1170,24,29,None
1171,41,36,None
1172,39,34,None
1173,44,39,None
1174,15,20,None
1175,28,33,None
1176,18,23,None
1177,87,42,None
1178,128,53,None
1179,47,32,None
1180,37,32,None
1181,36,31,None
1182,35,30,None
1183,32,27,None
1184,62,27,None
1185,24,29,None
1186,50,35,None
1187,35,30,None
1188,86,41,None
1189,22,27,None
1190,31,26,None
1191,66,41,None
1192,23,28,None
1193,35,30,None
1194,21,26,None
1195,28,33,None
1196,59,44,None
1197,58,43,None
1198,18,23,None
1199,82,47,None
1200,29,34,None
1201,28,33,None
1202,126,51,None
1203,33,38,None
1204,36,31,None
1205,47,32,None
1206,22,27,None
1207,28,33,None
1208,32,27,None
1209,30,35,None
1210,79,44,None
1211,17,22,None
1212,20,25,None
1213,54,29,None
1214,37,32,None
1215,60,35,None
1216,23,28,None
1217,76,41,None
1218,19,24,None
1219,47,32,None
1220,10,15,None
1221,80,45,None
1222,48,33,None
1223,38,33,None
1224,24,29,None
1225,44,39,None
1226,31,26,None
1227,35,30,None
1228,23,28,None
1229,151,56,None
1230,48,43,None
1231,22,27,None
1232,49,34,None
1233,116,51,None
1234,201,66,None
1235,48,33,None
1236,28,33,None
1237,47,32,None
1238,16,21,None
1239,33,38,None
1240,40,35,None
1241,29,34,None
1242,64,39,None
1243,158,63,None
1244,33,28,None
1245,23,28,None
1246,128,53,None
1247,41,36,None
1248,145,60,None
1249,20,25,None
1250,35,40,None
1251,18,23,None
1252,43,38,None
1253,19,24,None
1254,40,35,None
1255,27,32,None
1256,20,25,None
1257,24,29,None
1258,42,37,None
1259,20,25,None
1260,39,34,None
1261,23,28,None
1262,51,36,None
1263,20,25,None
1264,25,30,None
1265,40,35,None
1266,49,34,None
1267,22,27,None
1268,31,26,None
1269,24,29,None
1270,28,33,None
1271,46,41,None
1272,43,38,None
1273,41,36,None
1274,68,43,None
1275,45,40,None
1276,31,36,None
1277,65,30,None
1278,28,23,None
1279,45,40,None
1280,24,29,None
1281,53,28,None
1282,108,43,None
1283,70,45,None
1284,87,42,None
1285,53,38,None
1286,66,41,None
1287,28,33,None
1288,106,41,None
1289,117,42,None
1290,29,34,None
1291,116,51,None
1292,62,37,None
1293,24,29,None
1294,86,41,None
1295,87,42,None
1296,25,30,None
1297,24,29,None
1298,22,27,None
1299,34,29,None
1300,59,34,None
1301,51,36,None
1302,27,32,None
1303,127,42,None
1304,95,40,None
1305,49,34,None
1306,39,34,None
1307,92,47,None
1308,54,29,None
1309,86,41,None
1310,37,32,None
1311,50,35,None
1312,20,25,None
1313,47,32,None
1314,29,34,None
1315,47,32,None
1316,40,35,None
1317,73,38,None
1318,191,56,None
1319,150,55,None
1320,34,29,None
1321,159,54,None
1322,101,46,None
1323,82,47,None
1324,126,51,None
1325,25,30,None
1326,26,31,None
1327,31,36,None
1328,37,32,None
1329,55,40,None
1330,36,31,None
1331,204,69,None
1332,50,25,None
1333,47,32,None
1334,169,54,None
1335,37,32,None
1336,39,34,None
1337,123,48,None
1338,29,24,None
1339,80,45,None
1340,26,31,None
1341,70,35,None
1342,50,35,None
1343,48,33,None
1344,99,54,None
1345,107,52,None
1346,29,24,None
1347,263,68,None
1348,138,53,None
1349,43,38,None
1350,48,33,None
1351,47,32,None
1352,28,33,None
1353,43,38,None
1354,20,25,None
1355,44,39,None
1356,29,34,None
1357,35,30,None
1358,81,36,None
1359,119,34,None
1360,23,28,None
1361,74,39,None
1362,41,36,None
1363,35,30,None
1364,31,36,None
1365,51,36,None
1366,62,37,None
1367,34,29,None
1368,25,30,None
1369,37,32,None
1370,57,42,None
1371,58,43,None
1372,94,49,None
1373,51,36,None
1374,42,37,None
1375,30,35,None
1376,38,33,None
1377,25,30,None
1378,86,41,None
1379,41,36,None
1380,28,33,None
1381,48,33,None
1382,30,35,None
1383,28,33,None
1384,106,51,None
1385,325,90,None
1386,39,34,None
1387,47,32,None
1388,28,33,None
1389,28,33,None
1390,25,30,None
1391,33,38,None
1392,79,34,None
1393,112,47,None
1394,67,42,None
1395,254,49,None
1396,30,35,None
1397,185,70,None
1398,47,32,None
1399,153,58,None
1400,37,32,None
1401,35,30,None
1402,51,36,None
1403,31,36,None
1404,35,30,None
1405,47,32,None
1406,40,35,None
1407,53,38,None
1408,123,48,None
1409,72,37,None
1410,68,43,None
1411,36,31,None
1412,258,63,None
1413,34,29,None
1414,25,30,None
1415,23,28,None
1416,29,34,None
1417,26,31,None
1418,59,34,None
1419,25,30,None
1420,86,41,None
1421,155,60,None
1422,54,39,None
1423,160,55,None
1424,40,35,None
1425,75,40,None
1426,50,35,None
1427,42,37,None
1428,26,31,None
1429,24,29,None
1430,41,36,None
1431,68,43,None
1432,29,34,None
1433,129,54,None
1434,23,28,None
1435,66,41,None
1436,41,36,None
1437,185,60,None
1438,57,42,None
1439,31,36,None
1440,45,40,None
1441,20,25,None
1442,161,56,None
1443,23,28,None
1444,38,33,None
1445,83,38,None
1446,26,31,None
1447,29,34,None
1448,24,29,None
1449,26,31,None
1450,177,62,None
1451,66,41,None
1452,140,55,None
1453,91,46,None
1454,67,42,None
1455,220,65,None
1456,151,56,None
1457,62,37,None
1458,66,41,None
1459,52,37,None
1460,42,37,None
1461,52,37,None
1462,74,39,None
1463,111,46,None
1464,35,30,None
1465,42,37,None
1466,187,52,None
1467,26,31,None
1468,60,35,None
1469,51,36,None
1470,191,46,None
1471,25,30,None
1472,42,37,None
1473,177,62,None
1474,129,44,None
1475,156,61,None
1476,105,40,None
1477,232,67,None
1478,110,55,None
1479,63,38,None
1480,92,47,None
1481,91,46,None
1482,97,52,None
1483,38,33,None
1484,24,29,None
1485,82,37,None
1486,65,40,None
1487,64,39,None
1488,51,36,None
1489,46,31,None
1490,89,44,None
1491,76,41,None
1492,71,46,None
1493,26,31,None
1494,159,54,None
1495,278,83,None
1496,106,51,None
1497,41,36,None
1498,212,47,None
1499,203,58,None
